epoch,category_accuracy,category_loss,learning_rate,loss,season_accuracy,season_loss,texture_accuracy,texture_loss,val_category_accuracy,val_category_loss,val_loss,val_season_accuracy,val_season_loss,val_texture_accuracy,val_texture_loss
10,0.8498992323875427,0.8954963684082031,0.0010000000474974513,2.6739532947540283,0.7112155556678772,0.8596768379211426,0.7958361506462097,0.9210620522499084,0.8620689511299133,0.8386482000350952,2.7266218662261963,0.6927899718284607,0.8986135721206665,0.7664576768875122,0.9886864423751831
11,0.8593015670776367,0.876347541809082,0.0010000000474974513,2.643886089324951,0.7159166932106018,0.8484023809432983,0.7958361506462097,0.9099161624908447,0.8589341640472412,0.8341576457023621,2.6810965538024902,0.6912225484848022,0.8953136205673218,0.7805642485618591,0.9507624506950378
12,0.8606447577476501,0.8640309572219849,0.0010000000474974513,2.5963540077209473,0.7219610214233398,0.8411750197410583,0.809603750705719,0.8849168419837952,0.8636363744735718,0.8380206823348999,2.680375337600708,0.6974921822547913,0.9004789590835571,0.7805642485618591,0.9409713745117188
13,0.8680322170257568,0.856067955493927,0.0010000000474974513,2.571384906768799,0.7243115901947021,0.8315218687057495,0.809603750705719,0.8771413564682007,0.8683385848999023,0.8294432759284973,2.671976089477539,0.6912225484848022,0.9043663144111633,0.7868338823318481,0.9373682141304016
14,0.873069167137146,0.8425319790840149,0.0010000000474974513,2.5467798709869385,0.733042299747467,0.816047191619873,0.8082605600357056,0.8846745491027832,0.8824451565742493,0.8330806493759155,2.6943647861480713,0.6912225484848022,0.8933055996894836,0.7711598873138428,0.9673231244087219
15,0.8690395951271057,0.8521426320075989,0.0010000000474974513,2.5454256534576416,0.7350570559501648,0.8250155448913574,0.8129616975784302,0.8766779899597168,0.8636363744735718,0.819546103477478,2.6747255325317383,0.7100313305854797,0.8844218254089355,0.7852664589881897,0.9702309370040894
16,0.8881799578666687,0.8189243674278259,0.0005000000237487257,2.4715280532836914,0.7491605281829834,0.8051174879074097,0.8270651698112488,0.8439093828201294,0.8557993769645691,0.8130830526351929,2.6483840942382812,0.684952974319458,0.9020717740058899,0.7899686694145203,0.9325846433639526
17,0.886165201663971,0.8103227615356445,0.0005000000237487257,2.4708750247955322,0.7447951436042786,0.8043071031570435,0.8297514915466309,0.8567034006118774,0.8730407357215881,0.811328113079071,2.662233352661133,0.6896551847457886,0.8982143402099609,0.7899686694145203,0.9519085884094238
18,0.8908663392066956,0.8061805367469788,0.0005000000237487257,2.4505984783172607,0.7619207501411438,0.7935045957565308,0.828744113445282,0.8439791202545166,0.8636363744735718,0.8174833059310913,2.663724899291992,0.6912225484848022,0.8964637517929077,0.7789968848228455,0.9489811062812805
19,0.8962391018867493,0.8022085428237915,0.0002500000118743628,2.3850820064544678,0.7605775594711304,0.7807403206825256,0.8398253917694092,0.8101226091384888,0.8730407357215881,0.8065404891967773,2.6458687782287598,0.6927899718284607,0.8959875106811523,0.7931034564971924,0.9425142407417297
20,0.898253858089447,0.7922821044921875,0.0002500000118743628,2.3974952697753906,0.7649429440498352,0.7837409377098083,0.8371390104293823,0.8217695355415344,0.8808777332305908,0.8040191531181335,2.6455111503601074,0.6943573951721191,0.8950525522232056,0.7931034564971924,0.9455547332763672
21,0.9012760519981384,0.7814210057258606,0.0002500000118743628,2.3705339431762695,0.7656145095825195,0.7762609720230103,0.8468770980834961,0.8064359426498413,0.8746081590652466,0.7980679273605347,2.6405529975891113,0.7100313305854797,0.8946013450622559,0.7899686694145203,0.9470065236091614
22,0.8979180455207825,0.7889179587364197,0.0002500000118743628,2.3740804195404053,0.7602417469024658,0.7716663479804993,0.8404969573020935,0.8150759935379028,0.8714733719825745,0.8031653165817261,2.6450865268707275,0.7037617564201355,0.8875261545181274,0.7884012460708618,0.9535391926765442
23,0.9079919457435608,0.7722727060317993,0.0002500000118743628,2.3656058311462402,0.7582269906997681,0.7799726724624634,0.8398253917694092,0.8112278580665588,0.8746081590652466,0.7958597540855408,2.6274919509887695,0.7037617564201355,0.8873080015182495,0.7884012460708618,0.9434677362442017
24,0.898253858089447,0.7815706729888916,0.0002500000118743628,2.352768659591675,0.7656145095825195,0.7777564525604248,0.853928804397583,0.7933881878852844,0.8761755228042603,0.8036943674087524,2.6412479877471924,0.6927899718284607,0.8866913914680481,0.7915360331535339,0.949987530708313
25,0.905977189540863,0.7718948125839233,0.0002500000118743628,2.343827962875366,0.771323025226593,0.7679476737976074,0.847884476184845,0.8037455677986145,0.8793103694915771,0.7995941638946533,2.6294503211975098,0.705329179763794,0.8865560293197632,0.8009404540061951,0.9424686431884766
26,0.9116857051849365,0.7653803825378418,0.0001250000059371814,2.332014799118042,0.766957700252533,0.7670310139656067,0.8502350449562073,0.7933698892593384,0.8730407357215881,0.7977629899978638,2.6222140789031982,0.6990595459938049,0.8835738897323608,0.7868338823318481,0.9400327801704407
27,0.9110140800476074,0.7635586261749268,0.0001250000059371814,2.3169357776641846,0.7736735939979553,0.774334192276001,0.8488918542861938,0.7897329926490784,0.8714733719825745,0.7980063557624817,2.6243743896484375,0.7178683280944824,0.8863162994384766,0.7931034564971924,0.9392552375793457
28,0.9073203206062317,0.7671020030975342,0.0001250000059371814,2.3314120769500732,0.7726662158966064,0.7716565132141113,0.8559435606002808,0.7871443629264832,0.869905948638916,0.7972487211227417,2.625720262527466,0.7084639668464661,0.8867818117141724,0.794670820236206,0.9409287571907043
29,0.9063129425048828,0.7653744220733643,6.25000029685907e-05,2.318561553955078,0.7743452191352844,0.7748863697052002,0.8566151857376099,0.7862023711204529,0.8683385848999023,0.7944892048835754,2.619563579559326,0.7084639668464661,0.8857102394104004,0.7962382435798645,0.9386147260665894
