epoch,category_accuracy,category_loss,learning_rate,loss,season_accuracy,season_loss,texture_accuracy,texture_loss,val_category_accuracy,val_category_loss,val_loss,val_season_accuracy,val_season_loss,val_texture_accuracy,val_texture_loss
0,0.5738750696182251,1.5416655540466309,9.999999747378752e-06,3.9862475395202637,0.6024177074432373,1.0817110538482666,0.5866353511810303,1.3759804964065552,0.8714733719825745,0.794588029384613,2.628965377807617,0.6943573951721191,0.8880304098129272,0.7931034564971924,0.9454720616340637
1,0.6809939742088318,1.269331455230713,9.999999747378752e-06,3.3114333152770996,0.6638683676719666,0.9621219038963318,0.734721302986145,1.0896252393722534,0.8652037382125854,0.8374443054199219,2.706242799758911,0.6943573951721191,0.9095510244369507,0.7805642485618591,0.9581872224807739
2,0.7572196125984192,1.120259404182434,9.999999747378752e-06,3.0027477741241455,0.6917394399642944,0.9106468558311462,0.7709872126579285,0.9887068867683411,0.8620689511299133,0.8779422640800476,2.777653217315674,0.6927899718284607,0.9297928810119629,0.777429461479187,0.968858540058136
3,0.7723304033279419,1.0788112878799438,4.999999873689376e-06,2.931933879852295,0.6914036273956299,0.9070297479629517,0.7750167846679688,0.9655898809432983,0.8605015873908997,0.8791713714599609,2.7769460678100586,0.6943573951721191,0.9298049807548523,0.777429461479187,0.966937243938446
4,0.8082605600357056,1.0139966011047363,4.999999873689376e-06,2.8325726985931396,0.7038280963897705,0.8821200132369995,0.7874412536621094,0.9478573203086853,0.8652037382125854,0.8729019165039062,2.7609055042266846,0.6974921822547913,0.9273079037666321,0.777429461479187,0.959720253944397
